query_grid\key_grid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.019534431397914886,0.019428560510277748,0.013185465708374977,0.016896462067961693,0.017343085259199142,0.020948907360434532,0.019496774300932884,0.019460730254650116,0.016213854774832726,0.014922956936061382,0.01695478893816471,0.01698620803654194,0.018396224826574326,0.019878394901752472,0.017781514674425125,0.020486580207943916,0.0256821122020483,0.01992577686905861,0.015199489891529083,0.027358898892998695,0.02075779065489769,0.02697676233947277,0.026680629700422287,0.026998070999979973,0.020798210054636,0.018644802272319794,0.023493759334087372,0.02025536261498928,0.016837511211633682,0.026055851951241493,0.02099073864519596,0.022061901167035103,0.02200174890458584,0.019362211227416992,0.023084504529833794,0.015381662175059319,0.02460378408432007,0.018263746052980423,0.021617792546749115,0.017873086035251617,0.014084169641137123,0.020573433488607407,0.02032081037759781,0.015473657287657261,0.026597676798701286,0.022161999717354774,0.02027793973684311,0.021557196974754333,0.013218769803643227,0.01691320724785328
1,0.023569324985146523,0.020517054945230484,0.01614205539226532,0.015244626440107822,0.017732392996549606,0.019830456003546715,0.0175176952034235,0.017308440059423447,0.012923944741487503,0.015243668109178543,0.01335512287914753,0.014972563832998276,0.019607802852988243,0.018321417272090912,0.02205408364534378,0.027986086905002594,0.02277860976755619,0.017816469073295593,0.01632581278681755,0.030056070536375046,0.024387748911976814,0.029281046241521835,0.026235420256853104,0.023783784359693527,0.022185994312167168,0.01780393160879612,0.025888685137033463,0.017300089821219444,0.020179791375994682,0.022165071219205856,0.0194979440420866,0.023039408028125763,0.020397109910845757,0.01824956014752388,0.023320332169532776,0.01618049480021,0.02423240803182125,0.01847092993557453,0.021052397787570953,0.017617780715227127,0.0156616922467947,0.021322185173630714,0.01798219233751297,0.01617860607802868,0.02099991776049137,0.02108311839401722,0.02185792848467827,0.02092796377837658,0.015388954430818558,0.018023818731307983
2,0.02012643963098526,0.015778914093971252,0.01417074166238308,0.015742767602205276,0.014672297053039074,0.017367392778396606,0.020375322550535202,0.021294359117746353,0.017027301713824272,0.015970977023243904,0.01879098080098629,0.016575897112488747,0.023872919380664825,0.018275361508131027,0.017646988853812218,0.015623705461621284,0.02285977452993393,0.02422509156167507,0.02114805206656456,0.020588694140315056,0.020688068121671677,0.019946245476603508,0.02534325234591961,0.026316531002521515,0.02135169506072998,0.02176961861550808,0.019169189035892487,0.021429257467389107,0.018418099731206894,0.0266866572201252,0.022281592711806297,0.0227163378149271,0.0216077733784914,0.02092670276761055,0.021430226042866707,0.021558640524744987,0.02080128714442253,0.01934939995408058,0.021285204216837883,0.018989410251379013,0.014394842088222504,0.01963820867240429,0.02280258573591709,0.021891392767429352,0.02393481694161892,0.022556647658348083,0.021556848660111427,0.021633276715874672,0.013081587851047516,0.014310631901025772
3,0.021532176062464714,0.020932791754603386,0.013816791586577892,0.01485474407672882,0.017209094017744064,0.01900230534374714,0.017935309559106827,0.02025751583278179,0.01469724252820015,0.015584412962198257,0.018114153295755386,0.015302110463380814,0.019718913361430168,0.02107955887913704,0.01919836550951004,0.02084716409444809,0.023686891421675682,0.02110067754983902,0.0168599970638752,0.027046039700508118,0.022661857306957245,0.024178750813007355,0.025511018931865692,0.02476869896054268,0.0194522887468338,0.01798434928059578,0.02391037903726101,0.019539212808012962,0.01935654506087303,0.024459751322865486,0.019775470718741417,0.02303198166191578,0.02113761194050312,0.02162441425025463,0.02295970544219017,0.017026713117957115,0.0240713469684124,0.02007082849740982,0.02224559709429741,0.019053509458899498,0.01757447049021721,0.019928794354200363,0.018150784075260162,0.017149539664387703,0.02365913614630699,0.022929005324840546,0.021174941211938858,0.02114405855536461,0.01142782811075449,0.015265153720974922
4,0.02274637669324875,0.02253294177353382,0.01410579215735197,0.015510126948356628,0.014138800092041492,0.01795276440680027,0.016926515847444534,0.019244801253080368,0.01653389446437359,0.01548541896045208,0.017787856981158257,0.016224505379796028,0.01904633641242981,0.01995069719851017,0.016544152051210403,0.020354390144348145,0.02327970415353775,0.018570072948932648,0.014854218810796738,0.026750599965453148,0.021718667820096016,0.024374278262257576,0.022795340046286583,0.023248011246323586,0.019475551322102547,0.020102204754948616,0.02599955163896084,0.02096083015203476,0.019710266962647438,0.022739848122000694,0.02055075764656067,0.023523222655057907,0.025858532637357712,0.02227705344557762,0.02441946417093277,0.015066232532262802,0.02189755067229271,0.0195966437458992,0.022037483751773834,0.02000443823635578,0.016101984307169914,0.021949119865894318,0.02078039012849331,0.015260729007422924,0.02316157892346382,0.022960569709539413,0.021613799035549164,0.02213815599679947,0.01207871362566948,0.019059062004089355
5,0.0226580947637558,0.023335682228207588,0.013134181499481201,0.015787167474627495,0.016473013907670975,0.018718717619776726,0.01648070104420185,0.019454199820756912,0.014704432338476181,0.015760958194732666,0.0174564179033041,0.015888039022684097,0.01784423179924488,0.021803095936775208,0.01726563274860382,0.021236717700958252,0.02154678851366043,0.020077761262655258,0.014614441432058811,0.02914714813232422,0.022838963195681572,0.02561531960964203,0.024677840992808342,0.024537982419133186,0.020187022164463997,0.019048593938350677,0.02522260695695877,0.019799714908003807,0.0188406053930521,0.02213433012366295,0.01972103677690029,0.023945027962327003,0.023134149610996246,0.021770481020212173,0.024387385696172714,0.014729321002960205,0.025090936571359634,0.02003801241517067,0.0224954504519701,0.018320513889193535,0.016707248985767365,0.020915798842906952,0.018903542309999466,0.014657216146588326,0.02238452434539795,0.022151704877614975,0.021278081461787224,0.02226439118385315,0.012048611417412758,0.01876615732908249
6,0.021195122972130775,0.019680645316839218,0.01306235883384943,0.014164024032652378,0.015785682946443558,0.017649425193667412,0.018641749396920204,0.021356360986828804,0.014927382580935955,0.014558998867869377,0.01593773253262043,0.014064088463783264,0.022014327347278595,0.02067158930003643,0.017528247088193893,0.018635066226124763,0.022019384428858757,0.020704589784145355,0.015573711134493351,0.034003786742687225,0.025389287620782852,0.025959743186831474,0.027951691299676895,0.02617694064974785,0.019747033715248108,0.018433626741170883,0.024210762232542038,0.020814187824726105,0.01838342286646366,0.023717690259218216,0.018719270825386047,0.02049466408789158,0.022262997925281525,0.020482799038290977,0.023693116381764412,0.015858164057135582,0.024525489658117294,0.020794712007045746,0.02189025841653347,0.016052477061748505,0.013109417632222176,0.019647439941763878,0.01958382874727249,0.016003087162971497,0.024253876879811287,0.025022190064191818,0.022109223529696465,0.025362307205796242,0.011742426082491875,0.015433591790497303
7,0.019675463438034058,0.020584333688020706,0.013488390482962132,0.015949459746479988,0.015926752239465714,0.018489809706807137,0.019198516383767128,0.020658202469348907,0.016862787306308746,0.01638319343328476,0.018228858709335327,0.016833119094371796,0.023243166506290436,0.02041313424706459,0.017894664779305458,0.019128208979964256,0.02205614559352398,0.020329181104898453,0.017686767503619194,0.030725564807653427,0.025725245475769043,0.025126488879323006,0.02615388296544552,0.024136541411280632,0.019474152475595474,0.01911797747015953,0.02326780930161476,0.01928216591477394,0.017726216465234756,0.0227959044277668,0.018792733550071716,0.020987067371606827,0.021192802116274834,0.02092811092734337,0.022434644401073456,0.01787884533405304,0.022573241963982582,0.01942501589655876,0.02169545367360115,0.018170593306422234,0.014528287574648857,0.020381392911076546,0.018567556515336037,0.018090596422553062,0.024002306163311005,0.023175328969955444,0.020903408527374268,0.021940823644399643,0.011970805935561657,0.01579888164997101
8,0.02003621868789196,0.0193606149405241,0.0125482939183712,0.014515727758407593,0.015749072656035423,0.017623696476221085,0.01762905903160572,0.020417068153619766,0.013892678543925285,0.014257985167205334,0.01586327888071537,0.014583930373191833,0.024085156619548798,0.02179720252752304,0.018683001399040222,0.01920241490006447,0.02178327366709709,0.020450908690690994,0.01543023344129324,0.032949917018413544,0.02688269317150116,0.024816839024424553,0.02601490169763565,0.023741668090224266,0.018154634162783623,0.01582402177155018,0.026348624378442764,0.01925239898264408,0.0189150832593441,0.021382499486207962,0.017679359763860703,0.021466877311468124,0.02117891237139702,0.02375955879688263,0.02436639741063118,0.01568169891834259,0.023531293496489525,0.02275434322655201,0.020896803587675095,0.019463319331407547,0.016119204461574554,0.021556496620178223,0.020735841244459152,0.015897611156105995,0.022789418697357178,0.0240352600812912,0.024458521977066994,0.024493619799613953,0.011849615722894669,0.015092761255800724
9,0.02154075726866722,0.020816583186388016,0.01183784194290638,0.014486514031887054,0.015643374994397163,0.016345424577593803,0.015638181939721107,0.018341481685638428,0.014667050912976265,0.012955588288605213,0.012941870838403702,0.014393212273716927,0.024878114461898804,0.021196573972702026,0.016862643882632256,0.017869066447019577,0.021028349176049232,0.018350698053836823,0.018138792365789413,0.03015165403485298,0.027761980891227722,0.027946732938289642,0.026646435260772705,0.022996168583631516,0.020216066390275955,0.017828302457928658,0.025820964947342873,0.017704427242279053,0.01633336953818798,0.02303234115242958,0.01954066753387451,0.02306503988802433,0.019934864714741707,0.022419823333621025,0.0241216029971838,0.018226169049739838,0.02400430291891098,0.022198591381311417,0.0208667553961277,0.020087750628590584,0.016088638454675674,0.021632619202136993,0.02072269096970558,0.01818181946873665,0.02396874688565731,0.024190392345190048,0.023865889757871628,0.02408432774245739,0.013540245592594147,0.014888492412865162
10,0.02072475664317608,0.021120022982358932,0.016132798045873642,0.014625374227762222,0.017008570954203606,0.016918962821364403,0.017132524400949478,0.01967567205429077,0.012942291796207428,0.01628165692090988,0.016349907964468002,0.015577204525470734,0.019791314378380775,0.020540203899145126,0.017817234620451927,0.020693961530923843,0.021176723763346672,0.01976279355585575,0.016780832782387733,0.029187800362706184,0.027383212000131607,0.023866889998316765,0.024324331432580948,0.02329547144472599,0.0195185337215662,0.017293190583586693,0.025022778660058975,0.01794934831559658,0.019428130239248276,0.022974997758865356,0.019742097705602646,0.021395403891801834,0.020335519686341286,0.022888263687491417,0.024338865652680397,0.017165537923574448,0.02316630445420742,0.020893055945634842,0.02158154919743538,0.021348031237721443,0.015171879902482033,0.02268509939312935,0.020521322265267372,0.017414679750800133,0.022183697670698166,0.022045951336622238,0.023549899458885193,0.022433429956436157,0.015314257703721523,0.014527658931910992
11,0.021819237619638443,0.02131841890513897,0.011167006567120552,0.01470928080379963,0.015573420561850071,0.018114034086465836,0.015426508150994778,0.018767910078167915,0.014220747165381908,0.013938279822468758,0.014421047642827034,0.014573188498616219,0.022212285548448563,0.02110522985458374,0.017705149948596954,0.021187342703342438,0.02291436865925789,0.019016824662685394,0.01711689680814743,0.031054440885782242,0.02557055652141571,0.027065586298704147,0.025728918612003326,0.02343309298157692,0.02026437595486641,0.01778961531817913,0.02763889543712139,0.018204040825366974,0.018434012308716774,0.02114293910562992,0.019136514514684677,0.023656470701098442,0.021010030061006546,0.022287186235189438,0.023592449724674225,0.017307329922914505,0.02434360608458519,0.020859645679593086,0.021517524495720863,0.02008286491036415,0.017105836421251297,0.02088874951004982,0.02025716006755829,0.01748950220644474,0.022167110815644264,0.02202489972114563,0.0234549380838871,0.023191839456558228,0.011666466481983662,0.01632622256875038
12,0.021264202892780304,0.01977471634745598,0.01264711283147335,0.016355084255337715,0.014528658241033554,0.016739677637815475,0.01704142428934574,0.01971697434782982,0.014726189896464348,0.013799479231238365,0.016502633690834045,0.014882183633744717,0.02413335256278515,0.023498715832829475,0.019457388669252396,0.017779722809791565,0.020955799147486687,0.021310539916157722,0.01777835562825203,0.028906313702464104,0.023412369191646576,0.023727688938379288,0.025081895291805267,0.023802530020475388,0.020506829023361206,0.018866105005145073,0.02259552851319313,0.018672218546271324,0.01827329955995083,0.022642116993665695,0.01808234117925167,0.020610518753528595,0.02326270565390587,0.024068132042884827,0.022000527009367943,0.018254302442073822,0.019043276086449623,0.0198791716247797,0.018917717039585114,0.021328620612621307,0.016708150506019592,0.022430021315813065,0.021713584661483765,0.01871947944164276,0.02331029437482357,0.024950610473752022,0.022901656106114388,0.0241139717400074,0.0113697350025177,0.018956078216433525
13,0.02185625582933426,0.02422531135380268,0.014341327361762524,0.01667303778231144,0.01679277792572975,0.01920200139284134,0.01713048666715622,0.01979156583547592,0.016414854675531387,0.013419844210147858,0.013530059717595577,0.015150189399719238,0.021968774497509003,0.020837027579545975,0.016653630882501602,0.02128509432077408,0.022780893370509148,0.017734535038471222,0.014083517715334892,0.03015972301363945,0.023715075105428696,0.026806320995092392,0.023360412567853928,0.0235773716121912,0.01989002712070942,0.01988784782588482,0.025874774903059006,0.02118729054927826,0.018915053457021713,0.021740559488534927,0.019428450614213943,0.022684525698423386,0.02221927046775818,0.022583020851016045,0.022145308554172516,0.01413657609373331,0.022517655044794083,0.019436007365584373,0.02253110706806183,0.01977863907814026,0.01747215911746025,0.0226314477622509,0.018405605107545853,0.014073548838496208,0.023151123896241188,0.022998107597231865,0.02066832035779953,0.022300582379102707,0.012589877471327782,0.019263027235865593
14,0.020631391555070877,0.018655061721801758,0.013216768391430378,0.017116842791438103,0.015368406660854816,0.019936425611376762,0.021315965801477432,0.02047872543334961,0.018517468124628067,0.014646293595433235,0.015891211107373238,0.01766221784055233,0.021466951817274094,0.02044924721121788,0.019181352108716965,0.018580526113510132,0.022633880376815796,0.019622815772891045,0.01632782630622387,0.02907639555633068,0.022339168936014175,0.025314878672361374,0.024873418733477592,0.025658423081040382,0.020167263224720955,0.02268536016345024,0.023504765704274178,0.020793389528989792,0.01869211532175541,0.022682717069983482,0.019608724862337112,0.020860128104686737,0.024444738402962685,0.018659682944417,0.02162100002169609,0.016705568879842758,0.02264571562409401,0.01892319694161415,0.022331062704324722,0.017476936802268028,0.014595339074730873,0.020393384620547295,0.021187882870435715,0.016912955790758133,0.023610040545463562,0.022689055651426315,0.019246090203523636,0.020647432655096054,0.011100972071290016,0.01885281875729561
